"x","y","group"
9.60579004948857,9.36554070555679,"A"
9.3098630232094,9.33844511291847,"A"
10.6468569411581,12.7193175499281,"A"
10.8689207039165,7.28735592897055,"A"
9.21282650519691,11.437232313969,"A"
8.00360050695011,10.0118994958539,"A"
11.3538085069592,9.99207950797041,"A"
10.3979503673841,12.1120486474303,"A"
10.0417314418288,10.9595047218249,"A"
10.846773884972,10.0918235895112,"A"
10.4202818620092,8.39754925490603,"A"
9.8393313513487,9.61258091802766,"A"
11.0897554564644,9.8313531329305,"A"
9.927927694072,10.028575504632,"A"
9.83883614494493,9.47810530301217,"A"
10.631104995292,11.261601531717,"A"
10.8317246704924,8.43359903539647,"A"
10.1219972263366,10.3631676338779,"A"
8.20543779265815,9.3464590401736,"A"
9.32861838460984,9.18769338161589,"A"
11.169089857707,11.3092741731554,"A"
9.71176662866784,11.7559914426499,"A"
9.97215615690898,10.9090780437335,"A"
9.83025454836593,8.75726814172041,"A"
8.80300986543443,10.3477996126771,"A"
10.8292795401074,10.3203754664896,"A"
7.41071326750417,7.34391033254682,"A"
10.5585642804985,11.0165059299838,"A"
10.455183954069,8.47083322566558,"A"
10.0449954490534,12.2063392603538,"A"
9.52596578089961,10.0178531391782,"A"
11.6955175580878,9.56599404779797,"A"
8.63074119039119,11.7630113392066,"A"
10.2827837626878,8.76320447469684,"A"
10.9609705920171,10.0171881607516,"A"
9.2587165127763,10.8133723387127,"A"
9.4160321410719,10.0822882323458,"A"
9.372471192675,10.9897003099412,"A"
11.4557553460686,10.3010584918019,"A"
9.84843693494664,8.49534664163665,"A"
10.4714568706941,9.1680732773234,"A"
10.6844223717466,10.9772842597102,"A"
11.1084083783719,11.4606199437576,"A"
10.6225821687957,8.32682544943121,"A"
11.6548510894926,9.53175831302105,"A"
10.3683740863431,10.7005310082579,"A"
11.1568652806172,11.9284758221552,"A"
11.49744969937,11.326799475784,"A"
9.59434810364818,8.61964976112509,"A"
9.06905653791637,10.9503491359356,"A"
10.5506392899963,10.4123565248747,"A"
11.6887440318982,8.29557936307224,"A"
9.81541086797537,10.6440103087897,"A"
9.19477430376297,11.177706332638,"A"
8.88210401433999,11.2331160310718,"A"
8.7212203647759,11.2626383655244,"A"
8.52425194085923,10.573925037263,"A"
9.86587800257519,9.00681690936877,"A"
9.95543560018552,9.604945539795,"A"
10.5692186670084,8.14610030756795,"A"
7.54411458462388,8.75214217489099,"A"
8.78422354371018,11.1721861896603,"A"
8.33080245027634,10.3660362977225,"A"
10.5590519302685,10.4579589656496,"A"
9.8035372886806,10.8557419806901,"A"
8.69702753808058,12.0521092362929,"A"
9.71146291665509,8.61849830308785,"A"
9.60754101894125,10.1973358096966,"A"
11.3822449113628,10.2078056120738,"A"
9.7066879542963,7.44165390076662,"A"
10.127395070064,10.2345278013836,"A"
8.38256633689341,9.91147541827975,"A"
7.05862043731368,7.55239467416464,"A"
11.1455589852364,10.915025301013,"A"
11.9017986312481,10.3119023048597,"A"
11.5578388828371,10.512501870723,"A"
11.4465757830553,9.284578849849,"A"
10.839073957943,9.81032750954202,"A"
9.21238179784472,9.99703415549584,"A"
8.91459119468362,11.1743701810244,"A"
10.5621715166764,9.52466753764971,"A"
12.8736320601395,10.6439199455864,"A"
9.07631211512207,9.01404078431452,"A"
8.21249625450064,7.72796627146944,"A"
10.8147890762364,10.0904600618763,"A"
9.47273581260908,8.13880739892917,"A"
8.73829952188067,10.1854724269906,"A"
10.9503988109633,9.12964681016099,"A"
9.05603497476103,7.04890731720633,"A"
9.73625557353902,11.7868431756599,"A"
11.781051101675,10.4707043964818,"A"
10.384174604081,11.4441600559141,"A"
9.24716006008403,9.32800466953163,"A"
10.1304540597529,11.1446131935572,"A"
