iata_code,name,latitude,longitude,country,city
,Spiritwood / H & M Fast Farms,53.275,-107.570278,CA,
BCD,Bacolod-Silay Airport,10.7764,123.014999,PH,Bacolod City
,Heurisko Pond Water Aerodrome,43.7722,-80.3739,CA,Belwood
,Mont-Tremblant/Heliport P3,46.1953,-74.571201,CA,Mont-Tremblant
,Chicoutimi (Hydro-Québec) Heliport,48.40000153,-71.11689758,CA,Chicoutimi
,Halifax (Queen Elizabeth II Health Science Centre) Heliport,44.64594101,-63.58653098,CA,Halifax
,High River Hospital Helipad,50.5761,-113.8793,CA,High River
,Highgate South Airport,42.473611,-81.821944,CA,Highgate
,Beck Farm Airport,49.3366,-113.5733,CA,Hillspring
,Scugog /Charlies Landing Seaplane Base,44.161301,-78.8245,CA,Scugog
,Heliport Senneville,45.4428,-73.9605,CA,Montréal
,Halifax (South End) Heliport,44.62542897,-63.56339157,CA,Halifax
,Mont Tremblant/St-Jovite Heli-Tremblant,46.11420059,-74.54139709,CA,
,Nelson (High Terrain Helicopters) Heliport,49.486702,-117.327201,CA,Nelson
,Orangeville/Headwaters Healthcare Centre Heliport,43.919901,-80.0754,CA,Orangeville
BCE,Bryce Canyon Airport,37.70640183,-112.1449966,US,Bryce Canyon
,Invermere (Hospital) Heliport,50.51060104,-116.0350037,CA,Invermere
,Halifax (IWK Health Centre) Heliport,44.63699425,-63.58442009,CA,Halifax
,Selkirk Airport,42.8068,-79.9768,CA,Selkirk
,Morden Airport,49.21030045,-98.05919647,CA,Morden
,Nestor Falls Airport,49.14030075,-93.91690063,CA,Nestor Falls
,Arcola Airport,49.63330078,-102.4830017,CA,Arcola
,Deer Lake Seaplane Base,52.61669922,-94.05000305,CA,
,Hudson Seaplane Base,50.09999847,-92.16670227,CA,
,Friendship Field,49.49140167,-98.01860046,CA,Carman
,Steinbach Airport,49.54940033,-96.67939758,CA,Steinbach
,Moosomin Airport,50.16859818,-101.6439972,CA,Moosomin
,Gods Lake Airport,54.77920151,-93.71690369,CA,Gods Lake
,Buffalo Narrows Seaplane Base,55.849998,-108.483002,CA,Buffalo Narrows
,Kyle Airport,50.83330154,-108.0699997,CA,Kyle
,Craik Airport,51.05609894,-105.8379974,CA,Craik
,Davidson Municipal Airport,51.24779892,-105.9759979,CA,Davidson
,Central Butte Airport,50.80139923,-106.487999,CA,Central Butte
,Shaunavon Airport,49.65810013,-108.4059982,CA,Shaunavon
,Hafford Airport,52.73220062,-107.3740005,CA,Hafford
,Burditt Lake Seaplane Base,48.91939926,-93.80220032,CA,
BCF,Bouca Airport,6.517000198,18.2670002,CF,Bouca
,Buffalo Narrows Heliport,55.86859894,-108.4820023,CA,Buffalo Narrows
,Cudworth Municipal Airport,52.48329926,-105.7170029,CA,Cudworth
,Birch Hills Airport,52.99079895,-105.4449997,CA,Birch Hills
,Leader Airport,50.87720108,-109.5009995,CA,Leader
,Sand Point Lake Seaplane Base,48.33330154,-92.44999695,CA,
,Cambridge Bay Seaplane Base,69.122202,-105.021003,CA,Cambridge Bay
,Dryden Seaplane Base,49.762876,-92.830315,CA,Dryden
,Ignace Seaplane Base,49.41669846,-91.66670227,CA,
,Dore Lake Airport,54.61669922,-107.3830032,CA,Dore Lake
,Weyburn Airport,49.69749832,-103.8010025,CA,Weyburn
,Snow Lake Airport,54.89720154,-99.81890106,CA,Snow Lake
,Glaslyn Airport,53.37720108,-108.3420029,CA,Glaslyn
,Paradise Hill Airport,53.53530121,-109.4339981,CA,Paradise Hill
,Ashern Airport,51.15859985,-98.33190155,CA,Ashern
,Ear Falls Seaplane Base,50.58330154,-93.16670227,CA,
,Carignan/Rivière L’Acadie Water Aerodrome,45.4736,-73.2948,CA,Carignan
,Île-à-la-Crosse Airport,55.48970032,-107.9300003,CA,Île-à-la-Crosse
,West Poplar Airport,49.003101,-106.387001,CA,West Poplar
,Armstrong Seaplane Base,50.25,-89.05000305,CA,
,Biggar Airport,52.05110168,-107.987999,CA,Biggar
,Eatonia (Elvie Smith) Municipal Airport,51.21889877,-109.3929977,CA,Eatonia
,Kenora (Lake of the Woods District Hospital) Heliport,49.76860046,-94.49890137,CA,Kenora
,Gilbert Plains Airport,51.13330078,-100.5,CA,Gilbert Plains
,Maidstone Airport,53.0943985,-109.3249969,CA,Maidstone
,Ferland Airport,49.44499969,-106.9319992,CA,Ferland
,Atikokan Seaplane Base,48.766701,-91.666702,CA,Atikokan
,Beechy Airport,50.83703137,-107.367754,CA,Beechy
,Leask Airport,53.01670074,-106.75,CA,Leask
,Ellen Church Field,43.36529922,-92.13310242,US,Cresco
,Glenboro Airport,49.54999924,-99.33329773,CA,Glenboro
,Wildwood / Loche Mist Farms Airstrip,53.546531,-115.260657,CA,Wildwood
,Deloraine Airport,49.15060043,-100.5009995,CA,Deloraine
,Cabri Airport,50.61940002,-108.4660034,CA,Cabri
,Churchill Seaplane Base,58.700004,-94.050004,CA,Churchill
,Macklin Airport,52.34280014,-109.9189987,CA,Macklin
,Gunisao Lake Airport,53.52000046,-96.37110138,CA,Gunisao Lake
,Beauval Airport,55.11029816,-107.7160034,CA,Beauval
,Esterhazy Airport,50.64279938,-102.0999985,CA,Esterhazy
,Gull Lake Airport,50.05780029,-108.4899979,CA,Gull Lake
,Baker Lake Seaplane Base,64.316704,-96.016701,CA,Baker Lake
,Flin Flon/Channing Seaplane Base,54.746415,-101.828,CA,Flin Flon
,Preeceville Airport,51.95000076,-102.6500015,CA,Preeceville
BCG,Bemichi Airport,7.699999809,-59.16666031,GY,Bemichi
,La Loche Airport,56.47330093,-109.4039993,CA,La Loche
,Winnipeg / Lyncrest Airport,49.85250092,-96.97360229,CA,Winnipeg
,Altona Municipal Airport,49.0943985,-97.5338974,CA,Altona
,Confederation Lake Seaplane Base,51.04999924,-92.83329773,CA,
BCH,Cakung Airport,-8.489029884,126.401001,TL,Baucau
,Radisson Airport,52.46310043,-107.3769989,CA,Radisson
,Ituna Airport,51.14609909,-103.4260025,CA,Ituna
,Gravelbourg Airport,49.86620712,-106.5710754,CA,Gravelbourg
,Frontier Airport,49.16669846,-108.5670013,CA,Frontier
,Arborfield Airport,53.10779953,-103.651001,CA,Arborfield
,Fort Frances Seaplane Base,48.6278,-93.357801,CA,Fort Frances
,Kenora Seaplane Base,49.767424,-94.49274,CA,
,Kamsack Airport,51.55970001,-101.8789978,CA,Kamsack
,Ignace Heliport,49.40639877,-91.63469696,CA,Ignace
,Assiniboia Airport,49.73469925,-105.9469986,CA,Assiniboia
,Corman Air Park,52.00059891,-106.4629974,CA,Saskatoon
,Little Churchill River / Dunlop's Fly-In Lodge Airport,56.58000183,-96.24749756,CA,Little Churchill River
BCI,Barcaldine Airport,-23.56529999,145.3070068,AU,Barcaldine
,Kerrobert Airport,51.92689896,-109.1289978,CA,Kerrobert
,Savant Lake (Sturgeon Lake) Seaplane Base,50.20000076,-90.6832962,CA,
,Kasba Lake Seaplane Base,60.28329849,-102.5169983,CA,
,Camsell Portage Airport,59.61000061,-109.2669983,CA,Camsell Portage
,Bird River (Lac Du Bonnet) Airport,50.39670181,-95.73500061,CA,Bird River
,Gillam Seaplane Base,56.354401,-94.656403,CA,
,Charlot River Airport,59.60169983,-109.137001,CA,Charlot River
,Lampman Airport,49.36669922,-102.7669983,CA,Lampman
,Carlyle Airport,49.64440155,-102.2870026,CA,Carlyle
,Maple Creek Airport,49.89580154,-109.4749985,CA,Maple Creek
,Arnes Airport,50.836103,-96.957199,CA,Arnes
,Tanquary Fiord Airport,81.40940094,-76.88169861,CA,Tanquary Fiord
,Maryfield Aerodrome,49.846387,-101.514167,CA,Maryfield
,Big Sand Lake Airport,57.61940002,-99.87529755,CA,Big Sand Lake
,Luseland Airport,52.06999969,-109.3740005,CA,Luseland
,The Pas / Grace Lake Airport,53.82640076,-101.2050018,CA,The Pas
,Eston Airport,51.14419937,-108.7630005,CA,Eston
,Gladstone Airport,50.16360092,-98.94249725,CA,Gladstone
,Canora Airport,51.62889862,-102.4499969,CA,Canora
,Mccreary Airport,50.76470184,-99.49669647,CA,Mccreary
,Naicam Airport,52.41139984,-104.4840012,CA,Naicam
,Malcolm Island Airport,56.94940186,-102.2389984,CA,Malcolm Island
BCJ,Baca Grande Airfield,37.96477778,-105.7766667,US,Crestone
,Moose Jaw Municipal Airport,50.43420029,-105.387001,CA,Moose Jaw
,Killarney Municipal Airport,49.15169907,-99.69029999,CA,Killarney
,Big Hook Wilderness Camp Seaplane Base,53.56669998,-92.94999695,CA,
,Carman (South) Airport,49.4803009,-98.01499939,CA,Carman
,Gods Lake Narrows Seaplane Base,54.54999924,-94.46669769,CA,
,Lac Du Bonnet (North) Seaplane Base,50.28329849,-96,CA,
,Matheson Island Airport,51.73220062,-96.93440247,CA,Matheson Island
BCK,Bolwarra Airport,-17.38829994,144.1690063,AU,
,Cumberland House Airport,53.95610046,-102.2979965,CA,Cumberland House
,Melita Airport,49.26169968,-101.0139999,CA,Melita
,Cushing Lake Seaplane Base,48.94419861,-90.50859833,CA,
,Homewood Airport,49.50920105,-97.8506012,CA,Homewood
,Leoville Airport,53.62060165,-107.6090012,CA,Leoville
,Macdonald Airport,50.09640121,-98.50080109,CA,Macdonald
,Humboldt Airport,52.17610168,-105.1269989,CA,Humboldt
,Minnedosa Airport,50.27190018,-99.76309967,CA,Minnedosa
,Arborg Airport,50.91279984,-97.30439758,CA,Arborg
,Edam Airport,53.18500137,-108.7890015,CA,Edam
,Lac La Croix Seaplane Base,48.34999847,-92.19999695,CA,
,Neilburg Airport,52.83140182,-109.6399994,CA,Neilburg
,Otter Lake Airport,55.58110046,-104.7850037,CA,Otter Lake
,Neepawa Airport,50.23279953,-99.51059723,CA,Neepawa
BCL,Barra del Colorado Airport,10.76869965,-83.58560181,CR,Pococi
,Grand Rapids Airport,53.17250061,-99.32309723,CA,Grand Rapids
,Melville Municipal Airport,50.94139862,-102.737999,CA,Melville
,Oxbow Airport,49.23329926,-102.1500015,CA,Oxbow
,Loon Lake Airport,54.0182991,-109.1350021,CA,Loon Lake
,Pelican Narrows Airport,55.28689957,-102.75,CA,Pelican Narrows
,Russell Airport,50.76580048,-101.2949982,CA,Russell
,Cigar Lake Airport,58.05310059,-104.4840012,CA,Cigar Lake
,Gunisao Lake Seaplane Base,53.51670074,-96.36669922,CA,
BCM,Bacău Airport,46.52190018,26.9102993,RO,Bacău
,La Ronge Heliport,55.11470032,-105.2949982,CA,La Ronge
,Rosetown Airport,51.56439972,-107.9179993,CA,Rosetown
,Souris Glenwood Industrial Air Park,49.63330078,-100.1999969,CA,Souris Glenwood
,Bird River Seaplane Base,50.40000153,-95.75,CA,
,Old Arctic Bay Airport,73.00589225,-85.0325489,CA,Arctic Bay
,Hatchet Lake Seaplane Base,58.633301,-103.583,CA,
BCN,Barcelona International Airport,41.2971,2.07846,ES,Barcelona
,Sandy Bay Airport,55.54560089,-102.2720032,CA,Sandy Bay
,Strathclair Airport,50.39609909,-100.4250031,CA,Strathclair
,Bissett Seaplane Base,51.016701,-95.683296,CA,
,La Loche Seaplane Base,56.483299,-109.417,CA,La Loche
,Portage La Prairie (North) Airport,49.99250031,-98.30310059,CA,Portage La Prairie
,Melfort Airport,52.86669922,-104.6999969,CA,Melfort
,Shellbrook Airport,53.22829819,-106.362999,CA,Shellbrook
,Virden (West) Airport,49.88330078,-101.0670013,CA,Virden
,Black Lake Seaplane Base,59.15000153,-105.5500031,CA,
,Deer Lake/Keyamawun Seaplane Base,52.66669846,-94.41670227,CA,
,La Ronge Seaplane Base,55.099998,-105.282997,CA,
,Leaf Rapids Seaplane Base,56.54999924,-99.9332962,CA,
,Zhoda Airport,49.28079987,-96.50109863,CA,Zhoda
,Sioux Lookout Seaplane Base,50.09189987,-91.91249847,CA,
,St. François Xavier Airport,49.92440033,-97.54889679,CA,St. François Xavier
,Southend Airport / Hans Ulricksen Field,56.3372,-103.292999,CA,Southend
,Patuanak Airport,55.90000153,-107.7210007,CA,Patuanak
,Kootenay Boundary Regional Hospital Heliport,49.103583,-117.700315,CA,Trail
,Otter Lake Seaplane Base,55.59999847,-104.7669983,CA,
,Sandy Bay Seaplane Base,55.51670074,-102.3170013,CA,
BCO,Baco Airport,5.78287,36.562,ET,Baco
,Roblin Airport,51.2344017,-101.3929977,CA,Roblin
,Silver Falls Airport,50.5,-96.09809875,CA,Silver Falls
,Shoal Lake Seaplane Base,50.43330002,-100.5999985,CA,
,Points North Landing Seaplane Base,58.26670074,-104.0830002,CA,
,The Pas / Grace Lake Seaplane Base,53.82071978,-101.1926651,CA,
,Selkirk Seaplane Base,50.16669846,-96.86669922,CA,
,Lanigan Airport,51.84529877,-104.9919968,CA,Lanigan
,Rockglen Airport,49.16669846,-105.9329987,CA,Rockglen
,Somerset Airport,49.40029907,-98.69249725,CA,Somerset
,Pangman Airport,49.64640045,-104.6660004,CA,Pangman
,Porcupine Plain Airport,52.61970139,-103.2480011,CA,Porcupine Plain
,Lynn Lake (Eldon Lake) Seaplane Base,56.81719971,-101.0189972,CA,
,Kipling Airport,50.0992012,-102.6070023,CA,Kipling
,Thompson Seaplane Base,55.75,-97.83329773,CA,
,Roland (Graham Field) Airport,49.40829849,-97.99060059,CA,Roland
,Kirkfield / Balsam Lake Airfield,44.53998765,-78.88926029,CA,
,Slate Falls Airport,51.13000107,-91.66560364,CA,Slate Falls
,Quill Lake Airport,52.06669998,-104.2669983,CA,Quill Lake
,Pelican Narrows Seaplane Base,55.16669846,-102.9329987,CA,
,Sandy Lake Seaplane Base,53.04999924,-93.33329773,CA,
,Thunder Bay Seaplane Base,48.45000076,-89.16670227,CA,
,Unity Airport,52.44580078,-109.1849976,CA,Unity
,Nipigon (District Memorial Hospital) Heliport,49.01610184,-88.27890015,CA,Nipigon
,Radville Airport,49.46060181,-104.2720032,CA,Radville
,Atikokan General Hospital Helipad,48.7547,-91.5967,CA,Atikokan
,Goodsoil Airport,54.41669846,-109.2330017,CA,Goodsoil
,Kashabowie/Upper Shebandowan Lake Seaplane Base,48.65000153,-90.40000153,CA,
,Macgregor Airport,49.96670151,-98.75,CA,Macgregor
,Sioux Lookout Heliport,50.06669998,-91.91670227,CA,Sioux Lookout
,Kirby Field,44.1328,-79.725,CA,Cookstown
,De Lesseps Lake Airport,50.71749878,-90.68360138,CA,De Lesseps Lake
,Riverton Airport,50.97169876,-97.01110077,CA,Riverton
,Pickle Lake Seaplane Base,51.46670151,-90.19999695,CA,
,Manitou Airport,49.25,-98.53330231,CA,Manitou
,Uranium City Seaplane Base,59.564809,-108.599869,CA,Uranium City
,Kakabeka Falls Airport,48.41830063,-89.60189819,CA,Kakabeka Falls
,Rocanville Airport,50.46469879,-101.5540009,CA,Rocanville
,Debden Airport,53.5318985,-106.8840027,CA,Debden
,Pikangikum Seaplane Base,51.799999,-93.983299,CA,Pikangikum
,Vermilion Bay Seaplane Base,49.8688,-93.402501,CA,Vermilion Bay
,Spiritwood Airport,53.36330032,-107.5479965,CA,Spiritwood
,Lumsden (Colhoun) Airport,50.66749954,-104.7890015,CA,Lumsden
,Kelowna General Hospital Helipad,49.8743,-119.4924,CA,Kelowna
,Rosenort Airport,49.4530983,-97.42250061,CA,Rosenort
,Mcgavock Lake Seaplane Base,56.56669998,-101.5,CA,
,Hanley Airport,51.62419891,-106.4420013,CA,Hanley
,Silver Falls Seaplane Base,50.5,-96.09999847,CA,
,Starbuck Airport,49.71670151,-97.6832962,CA,Starbuck
,Molson Lake Airport,54.2580986,-97.01110077,CA,Molson Lake
,Lemberg Airport,50.70890045,-103.1969986,CA,Lemberg
,St. Brieux Airport,52.65000153,-104.8669968,CA,St. Brieux
,Scobey Border Station Airport,49.000001,-105.399338,CA,Coronach
,Estevan (South) Airport,49.03889847,-102.9759979,CA,Estevan
,Eastend Airport,49.54999924,-108.8000031,CA,Eastend
,Wabowden Seaplane Base,54.91669846,-98.61669922,CA,
,Steinbach (South) Airport,49.4939003,-96.69889832,CA,Steinbach
,Staunton Lake Seaplane Base,50.3830986,-90.65859985,CA,
,Selkirk Airport,50.17219925,-96.87220001,CA,Selkirk
BCP,Bambu Airport,-5.863611111,146.4925,PG,Bambu
,Hidden Bay Airport,58.12789917,-103.7797699,CA,Hidden Bay
,Shoal Lake Airport,50.45750046,-100.6090012,CA,Shoal Lake
,Little Bear Lake Airport,54.29190063,-104.6709976,CA,Little Bear Lake
,Upsala Heliport,49.0503006,-90.46920013,CA,Upsala
,Regina Beach Airport,50.75279999,-104.9789963,CA,Regina Beach
,Sioux Narrows Airport,49.38999939,-93.99530029,CA,Sioux Narrows
,Shilo Heliport,49.79999924,-99.63330078,CA,Shilo
,Jan Lake Airport,54.8307991,-102.7890015,CA,Jan Lake
,Snow Lake Seaplane Base,54.883301,-100.032997,CA,
,Easterville Airport,53.11669922,-99.80000305,CA,Easterville
,Thompson Heliport,55.7074225,-97.89123595,CA,Thompson
BCQ,Brak Airport,27.653,14.272,LY,Brak
,Kentville (Camp Aldershot) Heliport,45.0940062,-64.50956762,CA,Kentville
,Kahntah Airport,58.041502,-120.9092,CA,Kahntah
,Fillmore Airport,49.8689003,-103.4449997,CA,Fillmore
,Armstrong/Waweig Lake Seaplane Base,50.133301,-89.116699,CA,
,Nekweaga Bay Airport,57.74250031,-103.9449997,CA,Nekweaga Bay
,Shilo (Flewin Field) Heliport,49.78079987,-99.63890076,CA,Shilo
,Spring Valley (North) Airport,50.06000137,-105.4020004,CA,Spring Valley
,Minaki/Pistol Lake Seaplane Base,49.98329926,-94.71669769,CA,
,Pukatawagan Seaplane Base,55.736696,-101.327002,CA,Pukatawagan
,Southend Seaplane Base,56.333302,-103.282997,CA,
,Round Lake (Weagamow Lake) Seaplane Base,52.94829941,-91.34919739,CA,
,Sensenbrenner Hospital Heliport,49.4264,-82.426501,CA,Kapuskasing
,Obre Lake/North of Sixty Seaplane Base,60.32030106,-103.1269989,CA,
,Squaw Rapids Airport,53.67860031,-103.3499985,CA,Squaw Rapids
BCR,Novo Campo Airport,-8.83456,-67.312401,BR,Boca do Acre
,Rainy River Seaplane Base,48.71670151,-94.5667038,CA,
,Lucky Lake Airport,50.99420166,-107.1309967,CA,Lucky Lake
,Erickson Municipal Airport,50.49940109,-99.89779663,CA,Erickson
,Vermilion Bay Airport,49.87969971,-93.43640137,CA,Vermilion Bay
,McArthur River Airport,57.76750183,-105.0240021,CA,Mcarthur River
,Pine Dock Airport,51.61999893,-96.81079865,CA,Pine Dock
BCS,Southern Seaplane Airport,29.86610031,-90.02220154,US,Belle Chasse
,Ste. Rose Du Lac Airport,51.04079819,-99.49530029,CA,Ste. Rose Du Lac
,Lundar Airport,50.70330048,-98.05670166,CA,Lundar
,Lumsden (Metz) Airport,50.71720123,-104.9690018,CA,Lumsden
,Virden (Gabrielle Farm) Airport,49.78469849,-100.9560013,CA,Virden
,Outlook Airport,51.48249817,-107.0370026,CA,Outlook
,Kennisis Lake Seaplane Base,45.234,-78.622,CA,Kennisis Lake
,Cudworth Airport,52.48809814,-105.7639999,CA,Cudworth
,Red Lake Seaplane Base,51.03329849,-93.83329773,CA,
,Bryant Airport,49.40999985,-103.1439972,CA,Estevan
,Wadena Airport,51.92944808,-103.8337612,CA,Wadena
,Cree Lake (Crystal Lodge) Airport,57.464199,-106.748001,CA,Cree Lake
,Shepherd's Landing Airport,44.11750031,-81.69830322,CA,Kincardine
,Thompson (Canadian Helicopters) Heliport,55.76670074,-97.8167038,CA,Thompson
,Nestor Falls Seaplane Base,49.11669922,-93.91670227,CA,
,Red Sucker Lake Seaplane Base,54.15470123,-93.56330109,CA,
,Hartney Airport,49.45000076,-100.5500031,CA,Hartney
,St-Remi-D'Amherst / Kanata Tremblant Resort Heliport,45.9916667,-74.7497222,CA,
,Wakaw Airport,52.64905225,-105.7630634,CA,Wakaw
,Pine Dock Seaplane Base,51.6108017,-96.81719971,CA,
BCT,Boca Raton Airport,26.37849998,-80.10769653,US,Boca Raton
,Treherne Airport,49.6310997,-98.66639709,CA,Treherne
,Nipawin Seaplane Base,53.40000153,-104.0169983,CA,
,Cut Knife Airport,52.73329926,-109.0169983,CA,Cut Knife
,Imperial Airport,51.34999847,-105.4000015,CA,Imperial
,Grenfell Airport,50.4192009,-102.9349976,CA,Grenfell
,Watrous Airport,51.68713736,-105.3623199,CA,Watrous
,Kelvington Airport,52.13330078,-103.5350037,CA,Kelvington
,Dryden Best Western Heliport,49.78329849,-92.83329773,CA,Dryden
BCU,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,NG,Bauchi
,Stewart Lake Seaplane Base,49.8167,-93.716698,CA,
,Churchbridge Airport,51.01670074,-101.8170013,CA,Churchbridge
,Wawota Airport,49.89448234,-102.0304585,CA,Wawota
,Kentville (Valley Regional Hospital) Heliport,45.08171042,-64.50022548,CA,Kentville
,Country Gardens B&B Heliport,58.350602,-115.948998,CA,Fort Vermilion
,Nestor Falls/Sabaskong Bay Seaplane Base,49.13330078,-93.9332962,CA,
,Stony Rapids Seaplane Base,59.25999832,-105.8310013,CA,
,Davin Lake Airport,56.88330078,-103.5830002,CA,Davin Lake
,Wilkie Airport,52.403099,-108.720001,CA,Wilkie
,Knee Lake Seaplane Base,54.89080048,-94.80750275,CA,
BCV,Hector Silva Airstrip,17.269603,-88.776496,BZ,Belmopan
,Warren / Woodlands Airport,50.159401,-97.591104,CA,Warren
,Eagle River Airport,49.75565255,-93.14011574,CA,Eagle River
,Fisher Branch Airport,51.08330154,-97.48329926,CA,Fisher Branch
,Dinsmore Airport,51.33060074,-107.4380035,CA,Dinsmore
,Big River Airport,53.83610153,-107.0090027,CA,Big River
,Whitewood Airport,50.33477838,-102.2744751,CA,Whitewood
,Norway House Seaplane Base,53.98529816,-97.79389954,CA,
,Killarney (Killarney Mountain Lodge) Seaplane Base,45.96882,-81.507547,CA,Killarney
,Gainsborough Airport,49.18330002,-101.4329987,CA,Gainsborough
,Arkayla Springs Airport,51.2047,-114.774002,CA,Cochrane
,Willow Bunch Airport,49.400002,-105.667,CA,Willow Bunch
,Elk Island Airport,54.67139816,-94.14530182,CA,Elk Island
,Louise Municipal Airport,49.14720154,-98.88079834,CA,Crystal City-Pilot Mound
,Winkler Airport,49.16690063,-97.92030334,CA,Winkler
,Bahia Catalina Airport,-53.1315,-70.87,CL,Punta Arenas
,Gente Grande Airport,-53.064,-70.26,CL,Porvenir
,Kimiri Ayke Airport,-52.403,-69.704,CL,
,Cinco de Enero Airport,-52.595,-70.3521,CL,Santa Maria
,Oazy Harbour Airport,-52.5427,-70.535,CL,
,Onaisin Airport,-53.3812,-69.293,CL,Onaisin
,Arco Iris Airport,-53.8924,-68.8,CL,Rio Grande
,Clinica Alemana Helipad,-33.392103,-70.572969,CL,Santiago
,Oficina Victoria Airport,-20.73469925,-69.6257019,CL,Oficina Victoria
,Usc University Hospital Heliport,34.05390167,-118.2020035,US,Los Angeles
,Eagle Field,36.89989853,-120.6679993,US,Dos Palos
,Kilroy Airport Center Heliport,33.929875,-118.384799,US,El Segundo
,Airport Towers Nr 1 Heliport,33.91699982,-118.3949966,US,El Segundo
,Sky Way Estates Airport,38.41070175,-121.2350006,US,Elk Grove
,First Interstate Bank Operations Center Heliport,37.54800034,-121.9800034,US,Fremont
,Glendale Adventist Medical Center/Gamc Heliport,34.151708,-118.230561,US,Glendale
,Queen Mary Heliport,33.74940109,-118.1880035,US,Long Beach
,Biltmore Hotel Heliport,34.04919815,-118.2529984,US,Los Angeles
,Sharp Chula Vista Medical Center Heliport,32.61949921,-117.0230026,US,Chula Vista
,Anacapa View Estates Heliport,34.04169846,-118.8529968,US,Malibu
,Ferdun Ranch Airport,38.13460159,-121.2200012,US,Lodi
,St Vincent Professional Office Building Heliport,34.06389999,-118.2730026,US,Los Angeles
,Brian Ranch Airport,34.51530075,-117.762001,US,Palmdale
,Huntington Memorial Hospital Heliport,34.134335,-118.152124,US,Pasadena
,Sce Ridgecrest Service Center Heliport,35.61470032,-117.6689987,US,Ridgecrest
,Turner Field/Amphibious Base Heliport,32.67844984,-117.1555853,US,Coronado
,Barstow Community Hospital Heliport,34.89405146,-117.0182763,US,Barstow
,Danby Airstrip,34.555,-115.356003,US,Danby
,Bank of America Glendale Heliport,34.1556015,-118.2559967,US,Glendale
,Wells Fargo-Cv Heliport,34.04169846,-118.2720032,US,Los Angeles
,Sutter Amador Hospital Heliport,38.34999847,-120.7630005,US,Jackson
,Sheriff's Station Heliport,34.41609955,-118.552002,US,Valencia
,Jones/Ag-Viation Airport,39.45959854,-121.6959991,US,Biggs
,Kindsvater Ranch Airport,36.84989929,-119.5100021,US,Clovis
,7R Ranch Airport,34.9355011,-119.4520035,US,Cuyama
,Great Western Helistop,34.23874767,-118.565927,US,Chatsworth
,Wells Fargo-El Monte Heliport,34.07021,-118.071873,US,El Monte
,Morongo Basin CHP Heliport,34.134168,-116.273929,US,Joshua Tree
,Camino Airstrip,34.83499908,-114.9570007,US,Goffs
,Queensway Bay Heliport,33.75500107,-118.1949997,US,Long Beach
,Caltrans District 7 Heliport,34.05149841,-118.2429962,US,Los Angeles
,Fib Administration & Operations Building Heliport,34.05360031,-118.2649994,US,Los Angeles
,Pauma Valley Air Park,33.31060028,-116.9980011,US,Pauma Valley
,First Interstate Bank Heliport,34.26860046,-118.7180023,US,Simi Valley
,Warner Springs Gliderport Airport,33.2845,-116.675003,US,Warner Springs
,Allan Ranch Flight Park Ultralightport,38.56940079,-122.8040009,US,Windsor
,Enloe Hospital Heliport,39.741956,-121.85032,US,Chico
,Swepi Beta Platform Eureka Heliport,33.56389999,-118.1179962,US,Huntington Beach
,St. Helena Fire Department Heliport,38.54850006,-122.5110016,US,St Helena
,Antelope Valley Service Center Heliport,34.64749908,-118.1460037,US,Lancaster
,Oakland Convention Center Heliport,37.80239868,-122.2740021,US,Oakland
,Mission Viejo Company Helistop,33.572201,-117.725998,US,Aliso Viejo
,Boeing Seal Beach (Ground Level) Heliport,33.75500107,-118.0930023,US,Seal Beach
,Orange County Steel Salvage Heliport,33.84820175,-117.8499985,US,Anaheim
,North Net Training Authority Heliport,33.795054,-117.881025,US,Anaheim
,Quail Lake Sky Park Airport,34.76779938,-118.7320023,US,Gorman/Lancaster
,Hoag Heliport,33.23419952,-116.9680023,US,Valley Center
,Va Medical Center Heliport,33.7757988,-118.1200027,US,Long Beach
,International Tower Heliport,34.04639816,-118.2630005,US,Los Angeles
,Westwood Gateway I Heliport,34.04785,-118.444923,US,Los Angeles
,Santa Rosa Memorial Hospital Heliport,38.44380188,-122.7009964,US,Santa Rosa
,San Joaquin General Hospital Heliport,37.88769913,-121.2850037,US,Stockton
,Redbud Community Hospital Heliport,38.92900085,-122.6149979,US,Clearlake
,Westside Towers Heliport,34.033279,-118.451849,US,Los Angeles
,Sce Serrano Substation Heliport,33.82860184,-117.7910004,US,Orange
,Ranchaero Airport,39.71960068,-121.8710022,US,Chico
,Torrey Pines Corporate Helistop,32.90890121,-117.2429962,US,San Diego
,Sce Southeastern Division Heliport,33.73089981,-117.8470001,US,Santa Ana
,Camp 11 Heliport,34.43830109,-118.288002,US,Agua Dulce
,Memorial Hospital Heliport,35.39110184,-119.0059967,US,Bakersfield
,Kern Medical Center Heliport,35.382484,-118.969656,US,Bakersfield
,Station 125 Heliport,34.15029907,-118.697998,US,Calabasas
,Castaic Dam Heliport,34.51720047,-118.598999,US,Castaic
,Washington Hospital Parking Structure Heliport,37.557473,-121.978139,US,Fremont
,H.B.P.D. Heliport,33.69499969,-118.0009995,US,Huntington Beach
,Camp 2 Heliport,34.19720078,-118.1740036,US,La Canada
,Platform Hidalgo Heliport,34.49499893,-120.7030029,US,Lompoc
,Platform Harvest Heliport,34.46920013,-120.6819992,US,Lompoc
,Sutter Lakeside Hospital Heliport,39.10509872,-122.9069977,US,Lakeport
